num,text,timestamp,label,location,date,resources,clean_text
177,"RT @LivingSafely: #NWS continues Tornado Warning for parts of #AR, #TN. Seek strong shelter now if at risk: http://ow.ly/4p9AD",1970-01-01 00:00:00.000040657,0,Chennai,1970-01-01,['shelter'],rt continues tornado warning parts seek strong shelter now if risk
179,i'm at a rest area with free wi-fi & sliding glass doors- it also has 2 tornado shelter rooms,1970-01-01 00:00:00.000040657,0,Chennai,1970-01-01,['shelter'],im rest area free wifi sliding glass doors it also has tornado shelter rooms
187,Apparently the restrooms in DEN can be used as a tornado shelter. I'd rather risk the tornado. Not sure what makes them tornado-proof either,1970-01-01 00:00:00.000040657,1,Delhi,1970-01-01,['shelter'],apparently restrooms den be used as tornado shelter id rather risk tornado sure what makes them tornadoproof either
188,"RT @redcrossdog: Woof! #Tornado: If you live in a mobile home, take pet, leave, find safe shelter when WATCH is issued....",1970-01-01 00:00:00.000040657,1,Mumbai,1970-01-01,['shelter'],rt woof if you live mobile home take pet leave find safe shelter when watch issued
189,Reviewing tornado damage and shelter photos for Red Cross preparing them for upload to Flickr site. Have a great Easter with your families!,1970-01-01 00:00:00.000040657,0,Mumbai,1970-01-01,['shelter'],reviewing tornado damage shelter photos red cross preparing them upload flickr site have great easter your families
191,Good thot @redcrossdog. Bribes work too! (Our #cats trained to go to tornado shelter for treats when they hear storm siren ;),1970-01-01 00:00:00.000040657,0,Bangalore,1970-01-01,['shelter'],good thot bribes work our trained go tornado shelter treats when they hear storm siren
199,RT @LivingSafely: NWS issues Tornado Warning for parts of #TN. Seek strong shelter now if at risk: http://ow.ly/4p9AD,1970-01-01 00:00:00.000040657,1,Delhi,1970-01-01,['shelter'],rt nws issues tornado warning parts seek strong shelter now if risk
200,US/Silver Spring: #NWS issues Tornado Warning for parts of #TN. Seek strong shelter now if at risk: http://ow.ly/4FOpm,1970-01-01 00:00:00.000040657,1,Hyderabad,1970-01-01,['shelter'],ussilver spring issues tornado warning parts seek strong shelter now if risk
202,"Tornado Warning for Erath to 10pm, 3 miles out of Dublin heading right toward the town. Seek Shelter immediately!",1970-01-01 00:00:00.000040657,1,Chennai,1970-01-01,['shelter'],tornado warning erath pm miles out dublin heading right toward town seek shelter immediately
203,"RT @Zener39: RT @StormTeamChris    Tornado Warning for Erath and Comanche Counties! IF YOU LIVE IN DUBLIN, TAKE SHELTER NOW!   #TX",1970-01-01 00:00:00.000040657,1,Mumbai,1970-01-01,['shelter'],rt rt tornado warning erath comanche counties if you live dublin take shelter now
205,"RT @StormTeamChris    Tornado Warning for Erath and Comanche Counties! IF YOU LIVE IN DUBLIN, TAKE SHELTER NOW!   #TX",1970-01-01 00:00:00.000040657,1,Mumbai,1970-01-01,['shelter'],rt tornado warning erath comanche counties if you live dublin take shelter now
206,A tornado HAS touched the ground in some places in Texas. Take shelter if it's near you and be careful. Stay safe my fellow Texans!,1970-01-01 00:00:00.000040657,1,Bangalore,1970-01-01,['shelter'],tornado has touched ground places texas take shelter if its near you be careful stay safe my fellow texans
209,"RT @LivingSafely: NWS issues Tornado Warning for parts of #AR, #TX. Seek strong shelter now if at risk: http://ow.ly/4p9AD",1970-01-01 00:00:00.000040657,1,Chennai,1970-01-01,['shelter'],rt nws issues tornado warning parts seek strong shelter now if risk
212,"US/Silver Spring: NWS issues Tornado Warning for parts of #AR, #TX. Seek strong shelter now if at risk: http://ow.ly/4FMmh",1970-01-01 00:00:00.000040657,1,Hyderabad,1970-01-01,['shelter'],ussilver spring nws issues tornado warning parts seek strong shelter now if risk
215,"RT @dispatchdemon: RT @DFWscanner: Tornado possibly on the ground near Gordon, Texas in Palo Pinto County. Take shelter immediately.",1970-01-01 00:00:00.000040657,1,Delhi,1970-01-01,['shelter'],rt rt tornado possibly ground near gordon texas palo pinto county take shelter immediately
216,"RT @DFWscanner: Tornado possibly on the ground near Gordon, Texas in Palo Pinto County. Take shelter immediately.",1970-01-01 00:00:00.000040657,1,Delhi,1970-01-01,['shelter'],rt tornado possibly ground near gordon texas palo pinto county take shelter immediately
217,We spent part of the day prepping our basement/cellar to be a better Storm/Tornado Shelter... That was interesting.,1970-01-01 00:00:00.000040657,0,Kolkata,1970-01-01,['shelter'],we spent part day prepping our basementcellar be better stormtornado shelter that interesting
218,"RT @EdmondRentals Be Tornado SAFE in this AWESOME 4 bed, 2 bath home with storm shelter coming up for lease http://pr.borah.net",1970-01-01 00:00:00.000040657,0,Bangalore,1970-01-01,['shelter'],rt be tornado safe this awesome bed bath home storm shelter coming lease
219,"Tornado possibly on the ground near Gordon, Texas in Palo Pinto County. Take shelter immediately.",1970-01-01 00:00:00.000040657,1,Kolkata,1970-01-01,['shelter'],tornado possibly ground near gordon texas palo pinto county take shelter immediately
220,"Be Tornado SAFE in this AWESOME 4 bed, 2 bath home with storm shelter coming up for lease http://pr.borah.net",1970-01-01 00:00:00.000040657,0,Mumbai,1970-01-01,['shelter'],be tornado safe this awesome bed bath home storm shelter coming lease
221,These storms are crazy! I had to get in a tornado shelter at the mall!,1970-01-01 00:00:00.000040657,1,Delhi,1970-01-01,['shelter'],these storms crazy i had get tornado shelter mall
222,RT @GraysonCounty: Large forming tornado west of Whitesboro High School.  PLEASE HEED THE WARNINGS AND TAKE SHELTER IMMEDIATELY.,1970-01-01 00:00:00.000040657,1,Delhi,1970-01-01,['shelter'],rt large forming tornado west whitesboro high school please heed warnings take shelter immediately
223,Large forming tornado west of Whitesboro High School.  PLEASE HEED THE WARNINGS AND TAKE SHELTER IMMEDIATELY.,1970-01-01 00:00:00.000040657,1,Chennai,1970-01-01,['shelter'],large forming tornado west whitesboro high school please heed warnings take shelter immediately
228,US/Silver Spring: NWS issues Tornado Warning for parts of #TN. Seek strong shelter now if at risk: http://ow.ly/4KO6V,1970-01-01 00:00:00.000040664,1,Bangalore,1970-01-01,['shelter'],ussilver spring nws issues tornado warning parts seek strong shelter now if risk
229,New danakin.com post: Tornado Shelter http://danakin.com/?p=199,1970-01-01 00:00:00.000040664,1,Chennai,1970-01-01,['shelter'],new danakincom post tornado shelter
233,"OK. report: Henryetta you're in direct line with reported Tornado coming past Weleeka, minutes out!!! seek shelter!!!",1970-01-01 00:00:00.000040664,1,Delhi,1970-01-01,['shelter'],ok report henryetta youre direct line reported tornado coming past weleeka minutes out seek shelter
234,Who brought French fries into tornado shelter w/o enough to share? #cruel,1970-01-01 00:00:00.000040664,1,Bangalore,1970-01-01,['shelter'],who brought french fries tornado shelter wo enough share
235,"PEOPLE IN MEMPHIS (SHELBY COUNTY AREA): YALL ARE UNDER A TORNADO WARNING, SEEK SHELTER DUMB ASSES!",1970-01-01 00:00:00.000040664,1,Mumbai,1970-01-01,['shelter'],people memphis shelby county area yall tornado warning seek shelter dumb asses
236,Wolfchase Mall on lockdown for tornado. The backroom reminds me of air raid shelter in Croatia. 15 yrs in Mem. First time like this!,1970-01-01 00:00:00.000040664,1,Chennai,1970-01-01,['shelter'],wolfchase mall lockdown tornado backroom reminds me air raid shelter croatia yrs mem first time like this
238,"If you in the areas near Union, Poplar, Southern, Central, Lamar, Park, etc... Take shelter, there is a chance for a serious tornado or rain",1970-01-01 00:00:00.000040664,1,Hyderabad,1970-01-01,['shelter'],if you areas near union poplar southern central lamar park etc take shelter chance serious tornado rain
243,"Dey tellin us 2 seek shelter smh,mane I sho will b glad wen dis tornado shit ova wit",1970-01-01 00:00:00.000040664,1,Bangalore,1970-01-01,['shelter'],dey tellin us seek shelter smhmane i sho b glad wen dis tornado shit ova wit
244,Near Millington taking shelter until tornado warning expires.,1970-01-01 00:00:00.000040664,1,Hyderabad,1970-01-01,['shelter'],near millington taking shelter until tornado warning expires
270,"Tornado Survivors Find Shelter: For many in tornado-ravaged Tuscaloosa, Alabama, this Red Cross shelter in a com... http://bit.ly/l1g0hI",1970-01-01 00:00:00.000040664,0,Mumbai,1970-01-01,['shelter'],tornado survivors find shelter many tornadoravaged tuscaloosa alabama this red cross shelter com
271,Incredible story! RT @danelle: a family i met @redcross shelter who were sucked into tornado & lived to tell! http://tinyurl.com/435znfm,1970-01-01 00:00:00.000040664,1,Mumbai,1970-01-01,['shelter'],incredible story rt family i met shelter who sucked tornado lived tell
273,@MotherEarthNews Right now #tornado survivors don't have a toilet to flush. Need $$ and fast. Need shelter. Rain coming. Help raise $$,1970-01-01 00:00:00.000040664,1,Bangalore,1970-01-01,['shelter'],right now survivors dont have toilet flush need fast need shelter rain coming help raise
275,"I wonder how many AL tornado victims r #teaparty members who want the fed govt to stay out, not help provide water, shelter, etc.",1970-01-01 00:00:00.000040664,0,Chennai,1970-01-01,"['water', 'shelter']",i wonder how many al tornado victims r members who want fed govt stay out help provide water shelter etc
277,"#News Tornado Survivors Find Shelter: For many in tornado-ravaged Tuscaloosa, Alabama, this Red Cross shelter in... http://bit.ly/iJBP0L",1970-01-01 00:00:00.000040664,0,Mumbai,1970-01-01,['shelter'],tornado survivors find shelter many tornadoravaged tuscaloosa alabama this red cross shelter
283,Tornado Survivors Find Shelter With Red Cross (Wall Street Journal): For many in tornado… http://bit.ly/g19nEZ,1970-01-01 00:00:00.000040664,0,Kolkata,1970-01-01,['shelter'],tornado survivors find shelter red cross wall street journal many tornado
284,"ALABAMA:Couple Survives Tornado in a Below Ground Shelter Built for $ 600 USD; House Completely Destroyed
http://reut.rs/iXWsNP #alwx",1970-01-01 00:00:00.000040664,1,Kolkata,1970-01-01,['shelter'],alabamacouple survives tornado below ground shelter built usd house completely destroyed
285,Wayside Waifs Shelter has the first of many animal adoptions from the tornado area,1970-01-01 00:00:00.000040664,0,Kolkata,1970-01-01,['shelter'],wayside waifs shelter has first many animal adoptions tornado area
289,#fact The best place to find shelter during a tornado is in a room without windows and doors.,1970-01-01 00:00:00.000040664,1,Bangalore,1970-01-01,['shelter'],best place find shelter during tornado room without windows doors
294,latest dish news: Salem Animal Shelter Rescues Dogs From Tornado Areas In South ...: A Massachuset... http://bit.ly/iDmNCY uought2badog2,1970-01-01 00:00:00.000040664,0,Bangalore,1970-01-01,['shelter'],latest dish news salem animal shelter rescues dogs tornado areas south massachuset uoughtbadog
298,Ready to see God show up at the Belk Shelter with the tornado survivors. #WeAreAlabama #WeWillRiseAgain #TeamTuscaloosa,1970-01-01 00:00:00.000040664,0,Mumbai,1970-01-01,['shelter'],ready see god show belk shelter tornado survivors
301,Shelter info and Google sat images and other Google resources #alwx http://goo.gl/v7lIg Alabama tornado,1970-01-01 00:00:00.000040664,0,Chennai,1970-01-01,['shelter'],shelter info google sat images google resources alabama tornado
302,I guess I might as well decorate the inside of our tornado shelter seeing how much time we spend in here lately.,1970-01-01 00:00:00.000040664,1,Delhi,1970-01-01,['shelter'],i guess i might as well decorate inside our tornado shelter seeing how much time we spend lately
303,RT @LivingSafely: NWS issues Tornado Warning for parts of #LA. Seek strong shelter now if at risk: http://ow.ly/4p9AD,1970-01-01 00:00:00.000040664,1,Chennai,1970-01-01,['shelter'],rt nws issues tornado warning parts seek strong shelter now if risk
305,US/Silver Spring: NWS issues Tornado Warning for parts of #LA. Seek strong shelter now if at risk: http://ow.ly/4Kvyz,1970-01-01 00:00:00.000040664,1,Chennai,1970-01-01,['shelter'],ussilver spring nws issues tornado warning parts seek strong shelter now if risk
307,"Tornado's cute, furry refugees come to New England via Northeast Animal Shelter http://www.necn.com/04/30/11/Tornados-cute-furry-refugees-come-to-New/landing_homeandfamily.html?blockID=514146&feedID=8368 …",1970-01-01 00:00:00.000040664,1,Bangalore,1970-01-01,['shelter'],tornados cute furry refugees come new england via northeast animal shelter
310,"RT @CyberComm: People near and just west of Lone Star, TX should seek shelter from possible tornado",1970-01-01 00:00:00.000040664,1,Delhi,1970-01-01,['shelter'],rt people near west lone star tx should seek shelter possible tornado
313,"People near and just west of Lone Star, TX should seek shelter from possible tornado",1970-01-01 00:00:00.000040664,1,Kolkata,1970-01-01,['shelter'],people near west lone star tx should seek shelter possible tornado
314,"Lone Star, #Texas confirmed #tornado heading your way. Seek shelter! #TXWX Follow 4 updates.",1970-01-01 00:00:00.000040664,1,Hyderabad,1970-01-01,['shelter'],lone star confirmed heading your way seek shelter follow updates
315,RT @LivingSafely: NWS issues Tornado Warning for parts of #TX. Seek strong shelter now if at risk: http://ow.ly/4p9AD,1970-01-01 00:00:00.000040664,1,Chennai,1970-01-01,['shelter'],rt nws issues tornado warning parts seek strong shelter now if risk
318,US/Silver Spring: NWS issues Tornado Warning for parts of #TX. Seek strong shelter now if at risk: http://ow.ly/4KuCC,1970-01-01 00:00:00.000040664,1,Chennai,1970-01-01,['shelter'],ussilver spring nws issues tornado warning parts seek strong shelter now if risk
319,"@djericj We'll it's a automated voice that goes ""TORNADO WARNING SEEK SHELTER NOW""...not sure how much that helps..maybe in the overnight..",1970-01-01 00:00:00.000040664,1,Hyderabad,1970-01-01,['shelter'],well its automated voice that goes tornado warning seek shelter nownot sure how much that helpsmaybe overnight
320,"In Tornado Zone, Many Ask, 'How Can We Help?': Outside an emergency shelter in Tuscaloosa, Ala., volunteers from... http://bit.ly/k4WjZZ",1970-01-01 00:00:00.000040664,1,Mumbai,1970-01-01,['shelter'],tornado zone many ask how we help outside emergency shelter tuscaloosa ala volunteers
323,@mariodacat After he helped in tornado hit a few weeks ago he's planning to build a concrete shelter.,1970-01-01 00:00:00.000040664,0,Delhi,1970-01-01,['shelter'],he helped tornado hit weeks ago hes planning build concrete shelter
331,"Wood county, #Texas is under a #tornado warning. Cell is capable of producing a tornado. Seek Shelter! #TXWX Follow 4 updates.",1970-01-01 00:00:00.000040664,1,Mumbai,1970-01-01,['shelter'],wood county warning cell capable producing tornado seek shelter follow updates
332,tornado sirens going off again. I'm debating whether to take shelter or not...I just really have to finish this essay...,1970-01-01 00:00:00.000040664,1,Delhi,1970-01-01,['shelter'],tornado sirens going off im debating whether take shelter noti really have finish this essay
338,Arkansas tornado refugee dogs  are @ Northeast Animal Shelter in #Salem MA.  Available for adoption on Monday. #Gloucester MA,1970-01-01 00:00:00.000040663,1,Chennai,1970-01-01,['shelter'],arkansas tornado refugee dogs northeast animal shelter ma available adoption monday ma
352,=@reedtimmerTVN Smithville NEEDS EVERYTHING. a town TORNADO shelter for the future would be awesome.,1970-01-01 00:00:00.000040663,0,Kolkata,1970-01-01,['shelter'],smithville needs everything town tornado shelter future would be awesome
382,"So when Japan had the tsunami & Haiti the earthquake, my feed was full of redcross/shelter house info. Where's the tornado support?",1970-01-01 00:00:00.000040663,1,Delhi,1970-01-01,['shelter'],when japan had tsunami haiti earthquake my feed full redcrossshelter house info wheres tornado support
390,"http://www.cwcga.org/index2.html #Tornado Hit Women's Shelter/Safehouse It's preachy, But they've helped a lot of ppl @cspanwj @nprnews @AP",1970-01-01 00:00:00.000040663,0,Kolkata,1970-01-01,['shelter'],hit womens sheltersafehouse its preachy but theyve helped lot ppl
393,WZTV FOX 17 :: Newsroom - Top Stories - Tornado Shelter Protects Family - John Dunn http://fb.me/MzU5cnvL,1970-01-01 00:00:00.000040663,1,Kolkata,1970-01-01,['shelter'],wztv fox newsroom top stories tornado shelter protects family john dunn
394,today i volunteered at the belk center shelter for the tornado victims tommorrow im helping redcross,1970-01-01 00:00:00.000040663,0,Kolkata,1970-01-01,['shelter'],today i volunteered belk center shelter tornado victims tommorrow im helping redcross
399,does weather news cry wolf too often? #tornado not enuf found good shelter.,1970-01-01 00:00:00.000040663,1,Mumbai,1970-01-01,['shelter'],does weather news cry wolf often enuf found good shelter
404,Unbelievable story on CNN about the tornado. Man tethered his dogs to him and went to bath tub for shelter. (cont) http://tl.gd/a5pq4r,1970-01-01 00:00:00.000040663,1,Mumbai,1970-01-01,['shelter'],unbelievable story cnn tornado man tethered his dogs him went bath tub shelter cont
412,"Tuscaloosa tornado: Alabama coach Nick Saban visits Red Cross shelter: (Press-Register/Izzy Gould, Tuscaloosa Bu... http://bit.ly/lcKytx",1970-01-01 00:00:00.000040663,0,Chennai,1970-01-01,['shelter'],tuscaloosa tornado alabama coach nick saban visits red cross shelter pressregisterizzy gould tuscaloosa bu
414,Tornado Shelter Protects Family - John Dunn: It is a small room made of steel.Tornado shelters are becoming a po... http://bit.ly/jWHSDO,1970-01-01 00:00:00.000040663,1,Hyderabad,1970-01-01,['shelter'],tornado shelter protects family john dunn it small room made steeltornado shelters becoming po
417,"Watch:  Tornado Survivors Search for Shelter: After the devastating storms, thousands are homeless.

... http://bit.ly/jjoz5p (ABC)",1970-01-01 00:00:00.000040663,1,Bangalore,1970-01-01,['shelter'],watch tornado survivors search shelter devastating storms thousands homeless abc
432,"Tuscaloosa tornado: Alabama coach Nick Saban visits Red Cross shelter: Coach, his wife, Terry, and other athleti... http://bit.ly/iZOw4E",1970-01-01 00:00:00.000040663,0,Hyderabad,1970-01-01,['shelter'],tuscaloosa tornado alabama coach nick saban visits red cross shelter coach his wife terry athleti
433,"Tuscaloosa tornado: Alabama coach Nick Saban visits Red Cross shelter: Coach, his wife, Terry, and other athleti... http://bit.ly/m34fYq",1970-01-01 00:00:00.000040663,0,Kolkata,1970-01-01,['shelter'],tuscaloosa tornado alabama coach nick saban visits red cross shelter coach his wife terry athleti
438,"Watch:  Tornado Survivors Search for Shelter: After the devastating storms, thousands are homeless.

 http://bit.ly/mA3azS",1970-01-01 00:00:00.000040663,1,Chennai,1970-01-01,['shelter'],watch tornado survivors search shelter devastating storms thousands homeless
439,"ABCNews : Watch:  Tornado Survivors Search for Shelter: After the devastating storms, thousands are homeless.
  ... http://bit.ly/jjoz5p",1970-01-01 00:00:00.000040663,1,Kolkata,1970-01-01,['shelter'],abcnews watch tornado survivors search shelter devastating storms thousands homeless
440,"Watch:  Tornado Survivors Search for Shelter: After the devastating storms, thousands are homel... http://brk.bz/jH7R04 #ABCNetwork #BRK",1970-01-01 00:00:00.000040663,1,Kolkata,1970-01-01,['shelter'],watch tornado survivors search shelter devastating storms thousands homel
441,"#News #ABCNews Watch:  Tornado Survivors Search for Shelter: After the devastating storms, thousand... http://bit.ly/l0Ff5n #ABC #USNews",1970-01-01 00:00:00.000040663,1,Chennai,1970-01-01,['shelter'],watch tornado survivors search shelter devastating storms thousand
442,"Watch:  Tornado Survivors Search for Shelter: After the devastating storms, thousands are homeless.
... http://bit.ly/mSb1az ABCNews.com",1970-01-01 00:00:00.000040663,1,Kolkata,1970-01-01,['shelter'],watch tornado survivors search shelter devastating storms thousands homeless abcnewscom
445,"ABC News: Video > Tornado Survivors Search for Shelter: After the devastating storms, thousands are homeless.
	... http://abcn.ws/kGSdCC",1970-01-01 00:00:00.000040663,1,Hyderabad,1970-01-01,['shelter'],abc news video tornado survivors search shelter devastating storms thousands homeless
448,RT info4pets - Shelter Takes In Pets From Tornado-Damaged City: http://bit.ly/kmOiHW  That's great news. Pets and People hurt by tornado.,1970-01-01 00:00:00.000040662,0,Delhi,1970-01-01,['shelter'],rt infopets shelter takes pets tornadodamaged city thats great news pets people hurt tornado
456,"Tornado Survivors Search for Shelter (ABC News): After the devastating storms, thousands are homeless.

Sh... http://feedzil.la/j1sTrO",1970-01-01 00:00:00.000040662,1,Mumbai,1970-01-01,['shelter'],tornado survivors search shelter abc news devastating storms thousands homeless sh
487,Tornado survivors followed basic rules and are alive now to talk about it...seek shelter in an internal room and hunker down low!,1970-01-01 00:00:00.000040662,1,Chennai,1970-01-01,['shelter'],tornado survivors followed basic rules alive now talk itseek shelter internal room hunker down low
489,"And the first thing they want us to do in a tornado warning is ""put away valuable papers"" then get to shelter. Company first, safety second!",1970-01-01 00:00:00.000040662,1,Hyderabad,1970-01-01,['shelter'],first thing they want us do tornado warning put away valuable papers get shelter company first safety second
490,"RT @TopekaMetroKDOT: True or False? In a tornado, take shelter under an overpass. FALSE! http://1.usa.gov/9zaKSR #ksstorms `Not Comforting",1970-01-01 00:00:00.000040662,1,Kolkata,1970-01-01,['shelter'],rt true false tornado take shelter overpass false comforting
492,Grew up in tornado alley.  Wish my mother in Omaha had a basement.  Do condo rules permit me to dig a storm shelter right outside?,1970-01-01 00:00:00.000040662,1,Chennai,1970-01-01,['shelter'],grew tornado alley wish my mother omaha had basement do condo rules permit me dig storm shelter right outside
493,She really just ask why is somebody taking a bath during a tornado? #idiot there taking shelter 2  be safe!!,1970-01-01 00:00:00.000040662,1,Bangalore,1970-01-01,['shelter'],she really ask why somebody taking bath during tornado taking shelter be safe
494,A small relief- my friend's family has been found in a shelter. They escaped the tornado in time. A small blessing in comparison.,1970-01-01 00:00:00.000040662,0,Chennai,1970-01-01,['shelter'],small relief my friends family has been found shelter they escaped tornado time small blessing comparison
501,Holy cow! WHY IS THIS PERSON NOT SEEKING SHELTER?! Amateur video from the Tuscaloosa tornado - from The Daily: http://bit.ly/jDmnP9,1970-01-01 00:00:00.000040662,1,Mumbai,1970-01-01,['shelter'],holy cow why this person seeking shelter amateur video tuscaloosa tornado daily
503,"I have an idea for a Tornado shelter for apartments, it's a bathtub with a pulldown shell that locks into place on top of it and you inside.",1970-01-01 00:00:00.000040662,0,Hyderabad,1970-01-01,['shelter'],i have idea tornado shelter apartments its bathtub pulldown shell that locks place top it you inside
505,"In tornado aftermath, many seek spiritual shelter in prayer ... http://aarp.us/jfsSGg",1970-01-01 00:00:00.000040662,1,Delhi,1970-01-01,['shelter'],tornado aftermath many seek spiritual shelter prayer
506,Middletown company makes safe tornado shelter http://hamilton-middletown.fox19.com/news/news/middletown-company-makes-safe-tornado-shelter/68687 …,1970-01-01 00:00:00.000040662,0,Hyderabad,1970-01-01,['shelter'],middletown company makes safe tornado shelter
507,Proud if Eastwood students organizing collections for Eclectic Shelter to help tornado victims,1970-01-01 00:00:00.000040662,0,Delhi,1970-01-01,['shelter'],proud if eastwood students organizing collections eclectic shelter help tornado victims
509,"Tornado safety  In the open outdoors: If possible, seek shelter/if not, lie flat and face-down on low ground, protect the back of your head",1970-01-01 00:00:00.000040662,1,Chennai,1970-01-01,['shelter'],tornado safety open outdoors if possible seek shelterif lie flat facedown low ground protect back your head
512,"@aarp In tornado aftermath, many seek spiritual shelter in prayer ...: In tornado aftermath, many seek spiritua... http://aarp.us/jfsSGg",1970-01-01 00:00:00.000040662,1,Kolkata,1970-01-01,['shelter'],tornado aftermath many seek spiritual shelter prayer tornado aftermath many seek spiritua
519,Gary Cannalte Gives Insight Into Tornado Outbreak In South: Outside of a concrete steel-reinforced storm shelter... http://bit.ly/llHoMW,1970-01-01 00:00:00.000040662,1,Chennai,1970-01-01,['shelter'],gary cannalte gives insight tornado outbreak south outside concrete steelreinforced storm shelter
521,Heartfelt sympathy for tornado victims families across the south. Thoughts & prayers going out to those who have lost shelter & loved ones.,1970-01-01 00:00:00.000040662,1,Mumbai,1970-01-01,['shelter'],heartfelt sympathy tornado victims families across south thoughts prayers going out those who have lost shelter loved ones
522,"From FOX19.com: Middletown company makes safe tornado shelter: When severe weather hits, there are many families... http://bit.ly/l7kE1o",1970-01-01 00:00:00.000040662,0,Mumbai,1970-01-01,['shelter'],foxcom middletown company makes safe tornado shelter when severe weather hits many families
524,Tornado safety: FEMA 320 - Taking Shelter From the Storm: Building a Safe Room For Your Home or Small Business http://ow.ly/4JqLx,1970-01-01 00:00:00.000040662,0,Bangalore,1970-01-01,['shelter'],tornado safety fema taking shelter storm building safe room your home small business
529,"Tornado = dont stand at window, dont go to grocery store, get in a place no windows and good shelter",1970-01-01 00:00:00.000040662,0,Delhi,1970-01-01,['shelter'],tornado dont stand window dont go grocery store get place windows good shelter
533,@Kentuckyweather Is usual protocol 4 schools to take shelter during tornado warning?& sirens sound for warnings?Is it upTo county 2 decide?,1970-01-01 00:00:00.000040662,1,Mumbai,1970-01-01,['shelter'],usual protocol schools take shelter during tornado warning sirens sound warningsis it upto county decide
539,"Dallas Native Killed by Alabama Tornado: She apparently tried to take shelter from the storm with her boyfriend,... http://bit.ly/mfN8KM",1970-01-01 00:00:00.000040662,1,Kolkata,1970-01-01,['shelter'],dallas native killed alabama tornado she apparently tried take shelter storm her boyfriend
542,#tornado went right over community shelter everyone safe. http://twitpic.com/4qqknd ,1970-01-01 00:00:00.000040662,1,Hyderabad,1970-01-01,['shelter'],went right community shelter everyone safe
547,"@where_im_at We can't begin to fathom force of a tornado. For the many w/shelter intact - but no utilities, etc. more supplies = better. ^BH",1970-01-01 00:00:00.000040662,1,Delhi,1970-01-01,['shelter'],we cant begin fathom force tornado many wshelter intact but utilities etc supplies better bh
562,"RT @faith_reason: In tornado aftermath, many seek spiritual shelter in prayer http://usat.ly/mfur4U",1970-01-01 00:00:00.000040662,1,Bangalore,1970-01-01,['shelter'],rt tornado aftermath many seek spiritual shelter prayer
569,Tornado Warning for Little Rock and Metro area. Seek shelter now,1970-01-01 00:00:00.000040658,1,Mumbai,1970-01-01,['shelter'],tornado warning little rock metro area seek shelter now
570,chilling in torreyson tornado shelter...been in here for hours.. #hungry #readytogetout #goawaytornado,1970-01-01 00:00:00.000040658,1,Bangalore,1970-01-01,['shelter'],chilling torreyson tornado shelterbeen hours
574,You know you're friends when you leave a safe shelter to get Wendy's in the middle of a tornado. @karanichole28,1970-01-01 00:00:00.000040658,0,Chennai,1970-01-01,['shelter'],you know youre friends when you leave safe shelter get wendys middle tornado
579,**TORNADO WARNING** in effect until the top of the hour for Anderson county.  Seek shelter if you live in or near Palestine.,1970-01-01 00:00:00.000040658,1,Mumbai,1970-01-01,['shelter'],tornado warning effect until top hour anderson county seek shelter if you live near palestine
580,Brandon992: Attention. Attention. This is a tornado warning. This is a tornado warning. Please seek safe shelter immediately.,1970-01-01 00:00:00.000040658,1,Chennai,1970-01-01,['shelter'],brandon attention attention this tornado warning this tornado warning please seek safe shelter immediately
581,"Paron, @ed_buckner says seek shelter. Confirmed tornado headed your way... #arwx",1970-01-01 00:00:00.000040658,1,Delhi,1970-01-01,['shelter'],paron says seek shelter confirmed tornado headed your way
582,Rain wrapped tornado possible south of downtown Hot Springs...seek shelter now. #ARWX,1970-01-01 00:00:00.000040658,1,Bangalore,1970-01-01,['shelter'],rain wrapped tornado possible south downtown hot springsseek shelter now
584,Down in the shelter. Prayn that a tornado dnt hit us.,1970-01-01 00:00:00.000040658,1,Bangalore,1970-01-01,['shelter'],down shelter prayn that tornado dnt hit us
586,@TheAbeSmith they're talking about tornado warning and to take shelter. ;-),1970-01-01 00:00:00.000040658,0,Delhi,1970-01-01,['shelter'],theyre talking tornado warning take shelter
587,Best spots for Tornado shelter: downstairs center part of home put as many walls between you and the outside walls. Do NOT try to take a pic,1970-01-01 00:00:00.000040658,1,Bangalore,1970-01-01,['shelter'],best spots tornado shelter downstairs center part home put as many walls between you outside walls do try take pic
609,"Greatest rotation near Royal, AR again just west of Hot Springs, AR.  You should be in your tornado shelter.  #ARwx",1970-01-01 00:00:00.000040658,1,Bangalore,1970-01-01,['shelter'],greatest rotation near royal ar west hot springs ar you should be your tornado shelter
610,"Time to seek shelter, tornado sirens going off =/",1970-01-01 00:00:00.000040658,1,Mumbai,1970-01-01,['shelter'],time seek shelter tornado sirens going off
612,Hot Springs Village in Arkansas your are under a #Tornado warning. Seek shelter now.,1970-01-01 00:00:00.000040658,1,Hyderabad,1970-01-01,['shelter'],hot springs village arkansas your warning seek shelter now
616,"Okay so there is a tornado and it's estimated to arrive in Conway in 20mins. Everyone, TAKE SHELTER!!!!",1970-01-01 00:00:00.000040658,1,Kolkata,1970-01-01,['shelter'],okay tornado its estimated arrive conway mins everyone take shelter
617,"Ok, so this season needs to pass like um, now! Tornado expected to hit Conway in about 10 minutes-SEEK SHELTER NOW!! #fb",1970-01-01 00:00:00.000040658,1,Delhi,1970-01-01,['shelter'],ok this season needs pass like um now tornado expected hit conway minutesseek shelter now
