tweet,cleaned_text,is_request,confidence,resource,timestamp
Going to the grocery store,going grocery store,False,0.0224993471056222,not_applicable,2025-06-27 10:47:17.918902
Having dinner with friends,having dinner friends,False,0.0279536172747612,not_applicable,2025-06-27 10:47:17.918903
Need immediate medical assistance,need immediate medical assistance,True,0.8644131422042847,medical aid,2025-06-27 10:47:17.918905
Water supply cut off in our area,water supply cut off our area,True,0.9200206995010376,water,2025-06-27 10:47:17.918906
Food shortage in the neighborhood,food shortage neighborhood,False,0.0588428191840648,not_applicable,2025-06-27 10:47:17.918906
Emergency shelter needed for displaced families,emergency shelter needed displaced families,True,0.6209651231765747,shelter,2025-06-27 10:47:17.918907
Rescue operations ongoing in the affected area,rescue operations ongoing affected area,False,0.0732471123337745,not_applicable,2025-06-27 10:47:17.918908
Medical supplies running low,medical supplies running low,False,0.2275469154119491,not_applicable,2025-06-27 10:47:17.918908
Clothing donations needed for victims,clothing donations needed victims,False,0.0131474714726209,not_applicable,2025-06-27 10:47:17.918909
Just finished my homework,just finished my homework,False,0.1601166129112243,not_applicable,2025-06-27 10:47:17.918909
Watching a movie tonight,watching movie tonight,False,0.057365920394659,not_applicable,2025-06-27 10:47:17.918910
Going for a walk in the park,going walk park,False,0.4821697771549225,not_applicable,2025-06-27 10:47:17.918910
Cooking dinner for the family,cooking dinner family,False,0.1503267586231231,not_applicable,2025-06-27 10:47:17.918911
Reading a good book,reading good book,True,0.8292738199234009,unspecified resource,2025-06-27 10:47:17.918911
Need food and water urgently in Chennai!,need food water urgently chennai,True,0.7747061848640442,food,2025-06-27 10:47:17.918912
Shelter required for family of 4 in Mumbai,shelter required family mumbai,False,0.0378183498978614,not_applicable,2025-06-27 10:47:17.918912
Medical help needed for elderly person,medical help needed elderly person,True,0.8690639734268188,medical aid,2025-06-27 10:47:17.918913
Rescue team needed in flooded area,rescue team needed flooded area,False,0.0493804737925529,not_applicable,2025-06-27 10:47:17.918914
Clothes and blankets needed for children,clothes blankets needed children,False,0.0488165877759456,not_applicable,2025-06-27 10:47:17.918914
The weather is nice today,weather nice today,False,0.0594551041722297,not_applicable,2025-06-27 10:47:17.918915
Going to the grocery store,going grocery store,False,0.0224993471056222,not_applicable,2025-06-27 10:47:17.918915
Having dinner with friends,having dinner friends,False,0.0279536172747612,not_applicable,2025-06-27 10:47:17.918915
Need immediate medical assistance,need immediate medical assistance,True,0.8644131422042847,medical aid,2025-06-27 10:47:17.918916
Water supply cut off in our area,water supply cut off our area,True,0.9200206995010376,water,2025-06-27 10:47:17.918917
Food shortage in the neighborhood,food shortage neighborhood,False,0.0588428191840648,not_applicable,2025-06-27 10:47:17.918917
Emergency shelter needed for displaced families,emergency shelter needed displaced families,True,0.6209651231765747,shelter,2025-06-27 10:47:17.918918
Rescue operations ongoing in the affected area,rescue operations ongoing affected area,False,0.0732471123337745,not_applicable,2025-06-27 10:47:17.918918
Medical supplies running low,medical supplies running low,False,0.2275469154119491,not_applicable,2025-06-27 10:47:17.918919
Clothing donations needed for victims,clothing donations needed victims,False,0.0131474714726209,not_applicable,2025-06-27 10:47:17.918919
Just finished my homework,just finished my homework,False,0.1601166129112243,not_applicable,2025-06-27 10:47:17.918920
Watching a movie tonight,watching movie tonight,False,0.057365920394659,not_applicable,2025-06-27 10:47:17.940482
Going for a walk in the park,going walk park,False,0.4821697771549225,not_applicable,2025-06-27 10:47:17.940487
Cooking dinner for the family,cooking dinner family,False,0.1503267586231231,not_applicable,2025-06-27 10:47:17.940487
Reading a good book,reading good book,True,0.8292738199234009,unspecified resource,2025-06-27 10:47:17.940490
Need food and water urgently in Chennai!,need food water urgently chennai,True,0.7747061848640442,food,2025-06-27 10:47:17.940491
Shelter required for family of 4 in Mumbai,shelter required family mumbai,False,0.0378183498978614,not_applicable,2025-06-27 10:47:17.940491
Medical help needed for elderly person,medical help needed elderly person,True,0.8690639734268188,medical aid,2025-06-27 10:47:17.940492
Rescue team needed in flooded area,rescue team needed flooded area,False,0.0493804737925529,not_applicable,2025-06-27 10:47:17.940493
Clothes and blankets needed for children,clothes blankets needed children,False,0.0488165877759456,not_applicable,2025-06-27 10:47:17.940493
The weather is nice today,weather nice today,False,0.0594551041722297,not_applicable,2025-06-27 10:47:17.940494
Going to the grocery store,going grocery store,False,0.0224993471056222,not_applicable,2025-06-27 10:47:17.940494
Having dinner with friends,having dinner friends,False,0.0279536172747612,not_applicable,2025-06-27 10:47:17.940495
Need immediate medical assistance,need immediate medical assistance,True,0.8644131422042847,medical aid,2025-06-27 10:47:17.940495
Water supply cut off in our area,water supply cut off our area,True,0.9200206995010376,water,2025-06-27 10:47:17.940496
Food shortage in the neighborhood,food shortage neighborhood,False,0.0588428191840648,not_applicable,2025-06-27 10:47:17.940497
Emergency shelter needed for displaced families,emergency shelter needed displaced families,True,0.6209651231765747,shelter,2025-06-27 10:47:17.940497
Rescue operations ongoing in the affected area,rescue operations ongoing affected area,False,0.0732471123337745,not_applicable,2025-06-27 10:47:17.940498
Medical supplies running low,medical supplies running low,False,0.2275469154119491,not_applicable,2025-06-27 10:47:17.940498
Clothing donations needed for victims,clothing donations needed victims,False,0.0131474714726209,not_applicable,2025-06-27 10:47:17.940499
Just finished my homework,just finished my homework,False,0.1601166129112243,not_applicable,2025-06-27 10:47:17.940499
Watching a movie tonight,watching movie tonight,False,0.057365920394659,not_applicable,2025-06-27 10:47:17.940499
Going for a walk in the park,going walk park,False,0.4821697771549225,not_applicable,2025-06-27 10:47:17.940500
Cooking dinner for the family,cooking dinner family,False,0.1503267586231231,not_applicable,2025-06-27 10:47:17.940500
Reading a good book,reading good book,True,0.8292738199234009,unspecified resource,2025-06-27 10:47:17.940501
Need food and water urgently in Chennai!,need food water urgently chennai,True,0.7747061848640442,food,2025-06-27 10:47:17.940502
Shelter required for family of 4 in Mumbai,shelter required family mumbai,False,0.0378183498978614,not_applicable,2025-06-27 10:47:17.940502
Medical help needed for elderly person,medical help needed elderly person,True,0.8690639734268188,medical aid,2025-06-27 10:47:17.940503
Rescue team needed in flooded area,rescue team needed flooded area,False,0.0493804737925529,not_applicable,2025-06-27 10:47:17.940503
Clothes and blankets needed for children,clothes blankets needed children,False,0.0488165877759456,not_applicable,2025-06-27 10:47:17.940504
The weather is nice today,weather nice today,False,0.0594551041722297,not_applicable,2025-06-27 10:47:17.940504
Going to the grocery store,going grocery store,False,0.0224993471056222,not_applicable,2025-06-27 10:47:17.940505
Having dinner with friends,having dinner friends,False,0.0279536172747612,not_applicable,2025-06-27 10:47:17.940505
Need immediate medical assistance,need immediate medical assistance,True,0.8644131422042847,medical aid,2025-06-27 10:47:17.961377
Water supply cut off in our area,water supply cut off our area,True,0.9200206995010376,water,2025-06-27 10:47:17.961389
Food shortage in the neighborhood,food shortage neighborhood,False,0.0588428191840648,not_applicable,2025-06-27 10:47:17.961391
Emergency shelter needed for displaced families,emergency shelter needed displaced families,True,0.6209651231765747,shelter,2025-06-27 10:47:17.961392
Rescue operations ongoing in the affected area,rescue operations ongoing affected area,False,0.0732471123337745,not_applicable,2025-06-27 10:47:17.961393
Medical supplies running low,medical supplies running low,False,0.2275469154119491,not_applicable,2025-06-27 10:47:17.961394
Clothing donations needed for victims,clothing donations needed victims,False,0.0131474714726209,not_applicable,2025-06-27 10:47:17.961394
Just finished my homework,just finished my homework,False,0.1601166129112243,not_applicable,2025-06-27 10:47:17.961395
Watching a movie tonight,watching movie tonight,False,0.057365920394659,not_applicable,2025-06-27 10:47:17.961395
Going for a walk in the park,going walk park,False,0.4821697771549225,not_applicable,2025-06-27 10:47:17.961396
Cooking dinner for the family,cooking dinner family,False,0.1503267586231231,not_applicable,2025-06-27 10:47:17.961397
Reading a good book,reading good book,True,0.8292738199234009,unspecified resource,2025-06-27 10:47:17.961398
Need food and water urgently in Chennai!,need food water urgently chennai,True,0.7747061848640442,food,2025-06-27 10:47:17.961398
Shelter required for family of 4 in Mumbai,shelter required family mumbai,False,0.0378183498978614,not_applicable,2025-06-27 10:47:17.961399
Medical help needed for elderly person,medical help needed elderly person,True,0.8690639734268188,medical aid,2025-06-27 10:47:17.961400
Rescue team needed in flooded area,rescue team needed flooded area,False,0.0493804737925529,not_applicable,2025-06-27 10:47:17.961400
Clothes and blankets needed for children,clothes blankets needed children,False,0.0488165877759456,not_applicable,2025-06-27 10:47:17.961401
The weather is nice today,weather nice today,False,0.0594551041722297,not_applicable,2025-06-27 10:47:17.961401
Going to the grocery store,going grocery store,False,0.0224993471056222,not_applicable,2025-06-27 10:47:17.961402
Having dinner with friends,having dinner friends,False,0.0279536172747612,not_applicable,2025-06-27 10:47:17.961402
Need immediate medical assistance,need immediate medical assistance,True,0.8644131422042847,medical aid,2025-06-27 10:47:17.961403
Water supply cut off in our area,water supply cut off our area,True,0.9200206995010376,water,2025-06-27 10:47:17.961404
Food shortage in the neighborhood,food shortage neighborhood,False,0.0588428191840648,not_applicable,2025-06-27 10:47:17.961404
Emergency shelter needed for displaced families,emergency shelter needed displaced families,True,0.6209651231765747,shelter,2025-06-27 10:47:17.961405
Rescue operations ongoing in the affected area,rescue operations ongoing affected area,False,0.0732471123337745,not_applicable,2025-06-27 10:47:17.961406
Medical supplies running low,medical supplies running low,False,0.2275469154119491,not_applicable,2025-06-27 10:47:17.961406
Clothing donations needed for victims,clothing donations needed victims,False,0.0131474714726209,not_applicable,2025-06-27 10:47:17.961407
Just finished my homework,just finished my homework,False,0.1601166129112243,not_applicable,2025-06-27 10:47:17.961407
Watching a movie tonight,watching movie tonight,False,0.057365920394659,not_applicable,2025-06-27 10:47:17.961407
Going for a walk in the park,going walk park,False,0.4821697771549225,not_applicable,2025-06-27 10:47:17.961408
Cooking dinner for the family,cooking dinner family,False,0.1503267586231231,not_applicable,2025-06-27 10:47:17.961408
Reading a good book,reading good book,True,0.8292738199234009,unspecified resource,2025-06-27 10:47:17.961409
Need food and water urgently in Chennai!,need food water urgently chennai,True,0.7747061848640442,food,2025-06-27 10:47:17.983941
Shelter required for family of 4 in Mumbai,shelter required family mumbai,False,0.0378183498978614,not_applicable,2025-06-27 10:47:17.983945
Medical help needed for elderly person,medical help needed elderly person,True,0.8690639734268188,medical aid,2025-06-27 10:47:17.983947
Rescue team needed in flooded area,rescue team needed flooded area,False,0.0493804737925529,not_applicable,2025-06-27 10:47:17.983948
Clothes and blankets needed for children,clothes blankets needed children,False,0.0488165877759456,not_applicable,2025-06-27 10:47:17.983948
The weather is nice today,weather nice today,False,0.0594551041722297,not_applicable,2025-06-27 10:47:17.983949
Going to the grocery store,going grocery store,False,0.0224993471056222,not_applicable,2025-06-27 10:47:17.983950
Having dinner with friends,having dinner friends,False,0.0279536172747612,not_applicable,2025-06-27 10:47:17.983950
Need immediate medical assistance,need immediate medical assistance,True,0.8644131422042847,medical aid,2025-06-27 10:47:17.983951
Water supply cut off in our area,water supply cut off our area,True,0.9200206995010376,water,2025-06-27 10:47:17.983952
Food shortage in the neighborhood,food shortage neighborhood,False,0.0588428191840648,not_applicable,2025-06-27 10:47:17.983952
Emergency shelter needed for displaced families,emergency shelter needed displaced families,True,0.6209651231765747,shelter,2025-06-27 10:47:17.983953
Rescue operations ongoing in the affected area,rescue operations ongoing affected area,False,0.0732471123337745,not_applicable,2025-06-27 10:47:17.983953
Medical supplies running low,medical supplies running low,False,0.2275469154119491,not_applicable,2025-06-27 10:47:17.983954
Clothing donations needed for victims,clothing donations needed victims,False,0.0131474714726209,not_applicable,2025-06-27 10:47:17.983954
Just finished my homework,just finished my homework,False,0.1601166129112243,not_applicable,2025-06-27 10:47:17.983955
Watching a movie tonight,watching movie tonight,False,0.057365920394659,not_applicable,2025-06-27 10:47:17.983955
Going for a walk in the park,going walk park,False,0.4821697771549225,not_applicable,2025-06-27 10:47:17.983955
Cooking dinner for the family,cooking dinner family,False,0.1503267586231231,not_applicable,2025-06-27 10:47:17.983956
Reading a good book,reading good book,True,0.8292738199234009,unspecified resource,2025-06-27 10:47:17.983957
Need food and water urgently in Chennai!,need food water urgently chennai,True,0.7747061848640442,food,2025-06-27 10:47:17.983957
Shelter required for family of 4 in Mumbai,shelter required family mumbai,False,0.0378183498978614,not_applicable,2025-06-27 10:47:17.983958
Medical help needed for elderly person,medical help needed elderly person,True,0.8690639734268188,medical aid,2025-06-27 10:47:17.983958
Rescue team needed in flooded area,rescue team needed flooded area,False,0.0493804737925529,not_applicable,2025-06-27 10:47:17.983959
Clothes and blankets needed for children,clothes blankets needed children,False,0.0488165877759456,not_applicable,2025-06-27 10:47:17.983959
The weather is nice today,weather nice today,False,0.0594551041722297,not_applicable,2025-06-27 10:47:17.983960
Going to the grocery store,going grocery store,False,0.0224993471056222,not_applicable,2025-06-27 10:47:17.983960
Having dinner with friends,having dinner friends,False,0.0279536172747612,not_applicable,2025-06-27 10:47:17.983961
Need immediate medical assistance,need immediate medical assistance,True,0.8644131422042847,medical aid,2025-06-27 10:47:17.983961
Water supply cut off in our area,water supply cut off our area,True,0.9200206995010376,water,2025-06-27 10:47:17.983962
Food shortage in the neighborhood,food shortage neighborhood,False,0.0588428191840648,not_applicable,2025-06-27 10:47:17.983962
Emergency shelter needed for displaced families,emergency shelter needed displaced families,True,0.6209651231765747,shelter,2025-06-27 10:47:17.983963
Rescue operations ongoing in the affected area,rescue operations ongoing affected area,False,0.0732471123337745,not_applicable,2025-06-27 10:47:18.005171
Medical supplies running low,medical supplies running low,False,0.2275469154119491,not_applicable,2025-06-27 10:47:18.005176
Clothing donations needed for victims,clothing donations needed victims,False,0.0131474714726209,not_applicable,2025-06-27 10:47:18.005177
Just finished my homework,just finished my homework,False,0.1601166129112243,not_applicable,2025-06-27 10:47:18.005178
Watching a movie tonight,watching movie tonight,False,0.057365920394659,not_applicable,2025-06-27 10:47:18.005179
Going for a walk in the park,going walk park,False,0.4821697771549225,not_applicable,2025-06-27 10:47:18.005179
Cooking dinner for the family,cooking dinner family,False,0.1503267586231231,not_applicable,2025-06-27 10:47:18.005180
Reading a good book,reading good book,True,0.8292738199234009,unspecified resource,2025-06-27 10:47:18.005182
Need food and water urgently in Chennai!,need food water urgently chennai,True,0.7747061848640442,food,2025-06-27 10:47:18.005183
Shelter required for family of 4 in Mumbai,shelter required family mumbai,False,0.0378183498978614,not_applicable,2025-06-27 10:47:18.005184
Medical help needed for elderly person,medical help needed elderly person,True,0.8690639734268188,medical aid,2025-06-27 10:47:18.005185
Rescue team needed in flooded area,rescue team needed flooded area,False,0.0493804737925529,not_applicable,2025-06-27 10:47:18.005186
Clothes and blankets needed for children,clothes blankets needed children,False,0.0488165877759456,not_applicable,2025-06-27 10:47:18.005186
The weather is nice today,weather nice today,False,0.0594551041722297,not_applicable,2025-06-27 10:47:18.005187
Going to the grocery store,going grocery store,False,0.0224993471056222,not_applicable,2025-06-27 10:47:18.005187
Having dinner with friends,having dinner friends,False,0.0279536172747612,not_applicable,2025-06-27 10:47:18.005187
Need immediate medical assistance,need immediate medical assistance,True,0.8644131422042847,medical aid,2025-06-27 10:47:18.005188
Water supply cut off in our area,water supply cut off our area,True,0.9200206995010376,water,2025-06-27 10:47:18.005189
Food shortage in the neighborhood,food shortage neighborhood,False,0.0588428191840648,not_applicable,2025-06-27 10:47:18.005189
Emergency shelter needed for displaced families,emergency shelter needed displaced families,True,0.6209651231765747,shelter,2025-06-27 10:47:18.005190
Rescue operations ongoing in the affected area,rescue operations ongoing affected area,False,0.0732471123337745,not_applicable,2025-06-27 10:47:18.005190
Medical supplies running low,medical supplies running low,False,0.2275469154119491,not_applicable,2025-06-27 10:47:18.005191
Clothing donations needed for victims,clothing donations needed victims,False,0.0131474714726209,not_applicable,2025-06-27 10:47:18.005191
Just finished my homework,just finished my homework,False,0.1601166129112243,not_applicable,2025-06-27 10:47:18.005191
Watching a movie tonight,watching movie tonight,False,0.057365920394659,not_applicable,2025-06-27 10:47:18.005192
Going for a walk in the park,going walk park,False,0.4821697771549225,not_applicable,2025-06-27 10:47:18.005192
Cooking dinner for the family,cooking dinner family,False,0.1503267586231231,not_applicable,2025-06-27 10:47:18.005193
Reading a good book,reading good book,True,0.8292738199234009,unspecified resource,2025-06-27 10:47:18.005193
Need food and water urgently in Chennai!,need food water urgently chennai,True,0.7747061848640442,food,2025-06-27 10:47:18.005194
Shelter required for family of 4 in Mumbai,shelter required family mumbai,False,0.0378183498978614,not_applicable,2025-06-27 10:47:18.005194
Medical help needed for elderly person,medical help needed elderly person,True,0.8690639734268188,medical aid,2025-06-27 10:47:18.005195
Rescue team needed in flooded area,rescue team needed flooded area,False,0.0493804737925529,not_applicable,2025-06-27 10:47:18.005195
Clothes and blankets needed for children,clothes blankets needed children,False,0.0488165877759456,not_applicable,2025-06-27 10:47:18.074221
The weather is nice today,weather nice today,False,0.0594551041722297,not_applicable,2025-06-27 10:47:18.074228
Going to the grocery store,going grocery store,False,0.0224993471056222,not_applicable,2025-06-27 10:47:18.074229
Having dinner with friends,having dinner friends,False,0.0279536172747612,not_applicable,2025-06-27 10:47:18.074229
Need immediate medical assistance,need immediate medical assistance,True,0.8644131422042847,medical aid,2025-06-27 10:47:18.074232
Water supply cut off in our area,water supply cut off our area,True,0.9200206995010376,water,2025-06-27 10:47:18.074233
Food shortage in the neighborhood,food shortage neighborhood,False,0.0588428191840648,not_applicable,2025-06-27 10:47:18.074234
Emergency shelter needed for displaced families,emergency shelter needed displaced families,True,0.6209651231765747,shelter,2025-06-27 10:47:18.074234
Rescue operations ongoing in the affected area,rescue operations ongoing affected area,False,0.0732471123337745,not_applicable,2025-06-27 10:47:18.074235
Medical supplies running low,medical supplies running low,False,0.2275469154119491,not_applicable,2025-06-27 10:47:18.074236
Clothing donations needed for victims,clothing donations needed victims,False,0.0131474714726209,not_applicable,2025-06-27 10:47:18.074236
Just finished my homework,just finished my homework,False,0.1601166129112243,not_applicable,2025-06-27 10:47:18.074237
Watching a movie tonight,watching movie tonight,False,0.057365920394659,not_applicable,2025-06-27 10:47:18.074238
Going for a walk in the park,going walk park,False,0.4821697771549225,not_applicable,2025-06-27 10:47:18.074238
Cooking dinner for the family,cooking dinner family,False,0.1503267586231231,not_applicable,2025-06-27 10:47:18.074239
Reading a good book,reading good book,True,0.8292738199234009,unspecified resource,2025-06-27 10:47:18.074240
Need food and water urgently in Chennai!,need food water urgently chennai,True,0.7747061848640442,food,2025-06-27 10:47:18.074240
Shelter required for family of 4 in Mumbai,shelter required family mumbai,False,0.0378183498978614,not_applicable,2025-06-27 10:47:18.074241
Medical help needed for elderly person,medical help needed elderly person,True,0.8690639734268188,medical aid,2025-06-27 10:47:18.074242
Rescue team needed in flooded area,rescue team needed flooded area,False,0.0493804737925529,not_applicable,2025-06-27 10:47:18.074242
Clothes and blankets needed for children,clothes blankets needed children,False,0.0488165877759456,not_applicable,2025-06-27 10:47:18.074243
The weather is nice today,weather nice today,False,0.0594551041722297,not_applicable,2025-06-27 10:47:18.074243
Going to the grocery store,going grocery store,False,0.0224993471056222,not_applicable,2025-06-27 10:47:18.074244
Having dinner with friends,having dinner friends,False,0.0279536172747612,not_applicable,2025-06-27 10:47:18.074244
Need immediate medical assistance,need immediate medical assistance,True,0.8644131422042847,medical aid,2025-06-27 10:47:18.074245
Water supply cut off in our area,water supply cut off our area,True,0.9200206995010376,water,2025-06-27 10:47:18.074246
Food shortage in the neighborhood,food shortage neighborhood,False,0.0588428191840648,not_applicable,2025-06-27 10:47:18.074246
Emergency shelter needed for displaced families,emergency shelter needed displaced families,True,0.6209651231765747,shelter,2025-06-27 10:47:18.074247
Rescue operations ongoing in the affected area,rescue operations ongoing affected area,False,0.0732471123337745,not_applicable,2025-06-27 10:47:18.074247
Medical supplies running low,medical supplies running low,False,0.2275469154119491,not_applicable,2025-06-27 10:47:18.074248
Clothing donations needed for victims,clothing donations needed victims,False,0.0131474714726209,not_applicable,2025-06-27 10:47:18.074248
Just finished my homework,just finished my homework,False,0.1601166129112243,not_applicable,2025-06-27 10:47:18.074249
Watching a movie tonight,watching movie tonight,False,0.057365920394659,not_applicable,2025-06-27 10:47:18.106483
Going for a walk in the park,going walk park,False,0.4821697771549225,not_applicable,2025-06-27 10:47:18.106487
Cooking dinner for the family,cooking dinner family,False,0.1503267586231231,not_applicable,2025-06-27 10:47:18.106488
Reading a good book,reading good book,True,0.8292738199234009,unspecified resource,2025-06-27 10:47:18.106491
Need food and water urgently in Chennai!,need food water urgently chennai,True,0.7747061848640442,food,2025-06-27 10:47:18.106492
Shelter required for family of 4 in Mumbai,shelter required family mumbai,False,0.0378183498978614,not_applicable,2025-06-27 10:47:18.106492
Medical help needed for elderly person,medical help needed elderly person,True,0.8690639734268188,medical aid,2025-06-27 10:47:18.106493
Rescue team needed in flooded area,rescue team needed flooded area,False,0.0493804737925529,not_applicable,2025-06-27 10:47:18.106494
Clothes and blankets needed for children,clothes blankets needed children,False,0.0488165877759456,not_applicable,2025-06-27 10:47:18.106494
The weather is nice today,weather nice today,False,0.0594551041722297,not_applicable,2025-06-27 10:47:18.106495
Going to the grocery store,going grocery store,False,0.0224993471056222,not_applicable,2025-06-27 10:47:18.106495
Having dinner with friends,having dinner friends,False,0.0279536172747612,not_applicable,2025-06-27 10:47:18.106496
Need immediate medical assistance,need immediate medical assistance,True,0.8644131422042847,medical aid,2025-06-27 10:47:18.106496
Water supply cut off in our area,water supply cut off our area,True,0.9200206995010376,water,2025-06-27 10:47:18.106497
Food shortage in the neighborhood,food shortage neighborhood,False,0.0588428191840648,not_applicable,2025-06-27 10:47:18.106498
Emergency shelter needed for displaced families,emergency shelter needed displaced families,True,0.6209651231765747,shelter,2025-06-27 10:47:18.106498
Rescue operations ongoing in the affected area,rescue operations ongoing affected area,False,0.0732471123337745,not_applicable,2025-06-27 10:47:18.106499
Medical supplies running low,medical supplies running low,False,0.2275469154119491,not_applicable,2025-06-27 10:47:18.106499
Clothing donations needed for victims,clothing donations needed victims,False,0.0131474714726209,not_applicable,2025-06-27 10:47:18.106499
Just finished my homework,just finished my homework,False,0.1601166129112243,not_applicable,2025-06-27 10:47:18.106500
Watching a movie tonight,watching movie tonight,False,0.057365920394659,not_applicable,2025-06-27 10:47:18.106500
Going for a walk in the park,going walk park,False,0.4821697771549225,not_applicable,2025-06-27 10:47:18.106501
Cooking dinner for the family,cooking dinner family,False,0.1503267586231231,not_applicable,2025-06-27 10:47:18.106501
Reading a good book,reading good book,True,0.8292738199234009,unspecified resource,2025-06-27 10:47:18.106502
Need food and water urgently in Chennai!,need food water urgently chennai,True,0.7747061848640442,food,2025-06-27 10:47:18.106502
Shelter required for family of 4 in Mumbai,shelter required family mumbai,False,0.0378183498978614,not_applicable,2025-06-27 10:47:18.106503
Medical help needed for elderly person,medical help needed elderly person,True,0.8690639734268188,medical aid,2025-06-27 10:47:18.106504
Rescue team needed in flooded area,rescue team needed flooded area,False,0.0493804737925529,not_applicable,2025-06-27 10:47:18.106504
Clothes and blankets needed for children,clothes blankets needed children,False,0.0488165877759456,not_applicable,2025-06-27 10:47:18.106505
The weather is nice today,weather nice today,False,0.0594551041722297,not_applicable,2025-06-27 10:47:18.106505
Going to the grocery store,going grocery store,False,0.0224993471056222,not_applicable,2025-06-27 10:47:18.106506
Having dinner with friends,having dinner friends,False,0.0279536172747612,not_applicable,2025-06-27 10:47:18.106506
Need immediate medical assistance,need immediate medical assistance,True,0.8644131422042847,medical aid,2025-06-27 10:47:18.128197
Water supply cut off in our area,water supply cut off our area,True,0.9200206995010376,water,2025-06-27 10:47:18.128202
Food shortage in the neighborhood,food shortage neighborhood,False,0.0588428191840648,not_applicable,2025-06-27 10:47:18.128202
Emergency shelter needed for displaced families,emergency shelter needed displaced families,True,0.6209651231765747,shelter,2025-06-27 10:47:18.128203
Rescue operations ongoing in the affected area,rescue operations ongoing affected area,False,0.0732471123337745,not_applicable,2025-06-27 10:47:18.128204
Medical supplies running low,medical supplies running low,False,0.2275469154119491,not_applicable,2025-06-27 10:47:18.128205
Clothing donations needed for victims,clothing donations needed victims,False,0.0131474714726209,not_applicable,2025-06-27 10:47:18.128205
Just finished my homework,just finished my homework,False,0.1601166129112243,not_applicable,2025-06-27 10:47:18.128206
Watching a movie tonight,watching movie tonight,False,0.057365920394659,not_applicable,2025-06-27 10:47:18.128206
Going for a walk in the park,going walk park,False,0.4821697771549225,not_applicable,2025-06-27 10:47:18.128207
Cooking dinner for the family,cooking dinner family,False,0.1503267586231231,not_applicable,2025-06-27 10:47:18.128207
Reading a good book,reading good book,True,0.8292738199234009,unspecified resource,2025-06-27 10:47:18.128208
Need food and water urgently in Chennai!,need food water urgently chennai,True,0.7747061848640442,food,2025-06-27 10:47:18.128209
Shelter required for family of 4 in Mumbai,shelter required family mumbai,False,0.0378183498978614,not_applicable,2025-06-27 10:47:18.128209
Medical help needed for elderly person,medical help needed elderly person,True,0.8690639734268188,medical aid,2025-06-27 10:47:18.128210
Rescue team needed in flooded area,rescue team needed flooded area,False,0.0493804737925529,not_applicable,2025-06-27 10:47:18.128211
Clothes and blankets needed for children,clothes blankets needed children,False,0.0488165877759456,not_applicable,2025-06-27 10:47:18.128211
The weather is nice today,weather nice today,False,0.0594551041722297,not_applicable,2025-06-27 10:47:18.128212
Going to the grocery store,going grocery store,False,0.0224993471056222,not_applicable,2025-06-27 10:47:18.128212
Having dinner with friends,having dinner friends,False,0.0279536172747612,not_applicable,2025-06-27 10:47:18.128213
Need immediate medical assistance,need immediate medical assistance,True,0.8644131422042847,medical aid,2025-06-27 10:47:18.128214
Water supply cut off in our area,water supply cut off our area,True,0.9200206995010376,water,2025-06-27 10:47:18.128214
Food shortage in the neighborhood,food shortage neighborhood,False,0.0588428191840648,not_applicable,2025-06-27 10:47:18.128215
Emergency shelter needed for displaced families,emergency shelter needed displaced families,True,0.6209651231765747,shelter,2025-06-27 10:47:18.128216
Rescue operations ongoing in the affected area,rescue operations ongoing affected area,False,0.0732471123337745,not_applicable,2025-06-27 10:47:18.128216
Medical supplies running low,medical supplies running low,False,0.2275469154119491,not_applicable,2025-06-27 10:47:18.128216
Clothing donations needed for victims,clothing donations needed victims,False,0.0131474714726209,not_applicable,2025-06-27 10:47:18.128217
Just finished my homework,just finished my homework,False,0.1601166129112243,not_applicable,2025-06-27 10:47:18.128218
Watching a movie tonight,watching movie tonight,False,0.057365920394659,not_applicable,2025-06-27 10:47:18.128218
Going for a walk in the park,going walk park,False,0.4821697771549225,not_applicable,2025-06-27 10:47:18.128219
Cooking dinner for the family,cooking dinner family,False,0.1503267586231231,not_applicable,2025-06-27 10:47:18.128219
Reading a good book,reading good book,True,0.8292738199234009,unspecified resource,2025-06-27 10:47:18.128220
Need food and water urgently in Chennai!,need food water urgently chennai,True,0.7747061848640442,food,2025-06-27 10:47:18.149440
Shelter required for family of 4 in Mumbai,shelter required family mumbai,False,0.0378183498978614,not_applicable,2025-06-27 10:47:18.149444
Medical help needed for elderly person,medical help needed elderly person,True,0.8690639734268188,medical aid,2025-06-27 10:47:18.149446
Rescue team needed in flooded area,rescue team needed flooded area,False,0.0493804737925529,not_applicable,2025-06-27 10:47:18.149446
Clothes and blankets needed for children,clothes blankets needed children,False,0.0488165877759456,not_applicable,2025-06-27 10:47:18.149447
The weather is nice today,weather nice today,False,0.0594551041722297,not_applicable,2025-06-27 10:47:18.149448
Going to the grocery store,going grocery store,False,0.0224993471056222,not_applicable,2025-06-27 10:47:18.149448
Having dinner with friends,having dinner friends,False,0.0279536172747612,not_applicable,2025-06-27 10:47:18.149449
Need immediate medical assistance,need immediate medical assistance,True,0.8644131422042847,medical aid,2025-06-27 10:47:18.149450
Water supply cut off in our area,water supply cut off our area,True,0.9200206995010376,water,2025-06-27 10:47:18.149451
Food shortage in the neighborhood,food shortage neighborhood,False,0.0588428191840648,not_applicable,2025-06-27 10:47:18.149451
