text,label
i actually get excited for corro how gay,0
"Hate to say her time was long overdue, but, her time was long overdue MT @PublishersWkly Mantel Wins Costa  http://t.co/Uhn5XZnW",0
@dgr_dgr you got power at your place??,1
fuck work and these 8am starts 7 days a week,0
#thenation Cassandra is wrong.  You cannot qualify for a pension if you have a million in assets.,0
@halluzaynating I WAS LAUGHING WHILE READING THIS BC OF YOUR ICON OMG AHAHAHAHAHAHA IM JUST PICTURING THEM WITH CARAS FACE AHHH OMG,0
"@AusBT Why yes, yes it does! Removing myself from the ppl who pay 20,000 for a woolies voucher.",0
Glad we are not relying on channel 9 for information about the floods. Showing the same footage they showed at 7:30 this morning?,1
Sheraton Noosa #fail - #greygoose martini came w/ lemon peel instead of olives. Apparently they ran out. Lol,0
@ermahgerdonedee don't be hasty now.,0
"Jake the snake lol #MKR I'm thinking those 'spice girls' are worse, at least Jake isn't fussy on food. They act worse than children!",0
@SpaceWorgen sorry mate more important things for me to worry about atm,0
The Brisbane River is going to peak at Noon tomorrow. Prepare your homes if yo @ Ken Fletcher Park Tennyson http://t.co/GY7XPn5F,1
@BlueDresses I just struggle toget summer semester to line up with my holidays!,0
Sleep is a option . But I'm not tired ..ugh #ineedtosleep,0
"Taipans Heritage jersey still some left, available at shop #spprtscene",0
@RadhikaR we as family are fine just a bit wet lol,1
"#ozrefs will not allow aggression, personality, opinion, evil looks, tackles, blocks, physical contact, jumping for headers, sliding tackles",0
"@thepaulconti Given very recent events, they probably thought you had 'protection' enough....",0
Playing 2k11 on the Xbox and I'm freaking crap at it haha!,0
'conserve' is now trending in #Brisbane http://t.co/XLYcmGe6,0
Playing the #SimCityBeta - IT'S AMAZING AND I CANNOT WAIT UNTIL MARCH.,0
OH DO YOU REALLY TASTE THE BREAD CRUMBS BISWA AND JESSE??! BREAD CRUMED PATTIES WITH BREAD CRUMBS? I KNOW OF NO SUCH THING! #annoyingAF#mkr,0
@erik_ryan I live on Grindr at work! Haha! Grind it til you find it  #moist,0
"I've cracked the top 125,000 in Amazon. Woo-and possibly even-hoo.",0
Water water everywhere and I so need to eat,0
"I'm here without you baby, but you're still on my lonely mind... #imissyou",0
"1990 Nissan Navara Auto King Cab Ute in VGC $3,290.00 ***** Located on the Robina http://t.co/ZpzKN1N0",0
Yep! RT @PiscesAreUs: #Pisces are sexually fluid and are willing to try anything once. More often if they liked it.,0
@mattforbes23 we catchin train in 2nite now,0
Work at heights trg. (@ Dawson's Engineering) http://t.co/NtNvaOdm,0
@carriewinatlife I highly doubt I'll get much sleep lol,0
HAPPY BIRTHDAY @Harry_Styles YOU LITTLE FUCKER! ALEADY 19?! EXPECT A VIDEO UP ON YOUTUBE TODAY FROM @Meg_Rose_12 &amp; I ;) Hehe xx,0
How long is too long for a podcast? The first episode of #ThingCommittee is 90 minutes  drops on Sunday night.,0
"I love my brother so much, :)",0
@SpatialAnomaly It just stays on the screen with the night sky and then after a few seconds it closes and goes back to the home screen.,0
"Hey @Luttsy, was Russell Smith looking at the replay this morning??",0
Feeling a bit off today.,0
...if the ringing in our ears could be the sound of thought.,0
@ccowman87 Haha! I just assumed that with all this rain we'd have plenty of extra water that needed to be used up,1
@Notebook read this one day ...Evie ......,0
@hamizaaah breaking news from Aussie: it's flooding everywhere and summer only today. Am very scared.,1
@Caarlax #beautiful #frecklybasterd :p aww the floods are wild eh! Hope to fuck it doesn't reach me haha! X,1
Telephone line dead here in #bellbowrie. #qldfloods,0
@HashtagChad @burymeatbalty just hope someone can light it up again.,0
@fab10zema haha especially the way he manoeuvres round petrol stations!!,0
@FoxedGlove its like a 40 min or less train trip from Kyoto/Osaka so easy to get to!,0
@Real_Liam_Payne @NialIOffciaI @Louis_Tomlinson @Harry_Styles or @ZaynMalik even if just one followed me I would be bouncing off the ceiling,0
@B105Brisbane Large tree down on the Sunshine motorway heading south just past Bris Entertainment centre exit. Big delays.,1
Why you gotta be so mean to me. Why you don't know what you mean to me.,0
@Ashton5SOS it's a stampede D: #followmeash,0
@tromper99 she'll be playing hockey in no time! :-),0
@jasonball88 @richoog123 @luketucker23 @bullza7 @paulteijeiro  Sounds good! Spread the message..Tell the stories..Make the changes happen!,0
"Executive Assistant - Laing O'Rourke -  Brisbane QLD: and innovative privately owned construction, development a... http://t.co/XPyi6cRC",0
"@RelateBandPosts 'stand up fucking tall, don't let them see your back'",0
"I wonder how many people, like me, are trying to sleep but thinking did that really happen today ? Surely not again... #bigwet",0
Dislike people who try and fit in and be popular. Why do they care so much about what other people think? I feel sorry for those guyzzzzz...,0
@LishaS67 @alkoleyable @hannahmorgan043 @Yep_xx thanks to you four for the follow thanks babes,0
The climatic conditions are not conducive to good reception. Sigh. #BigWet #AustralianOpen,0
Diva das divas  @ Warner Bros. Movie World http://t.co/eXKqWnEd,0
@Sky_W82 gotta love kids hey! Emily seems more grown up already and it's only been one day in highschool. Asking for fbook and twitter now!,0
"I'm at News Queensland (Bowen Hills, QLD) http://t.co/meaxlBiX",0
@lilijeanberry - I'm so sorry I'm not there &lt;3,0
"Remember, if you need help, just ask. We're all in this together. #bigwet",0
@SUMOsharon hey sweets! Yeah it would be great if we could!! Missing u too xx,0
"The end of a balloon is called a nipple, didnt know that #didntseethatcomin",0
"Hey, plover outside.  I'm sure you're lovely, and this rain does not inspire me either, but one more caw and you'll be living in Taringa.",0
@TheDylanHolland can you please just follow me ? It would be much appreciated  thank you and love you,0
@NiallOfficial dialling for the floods again D; ahhh save up superhoran,1
"#RoyalRumble so good. Cena has it I reckon but they might let Ryback get it, hope not...",0
"Stay safe RT @TrojanTurtle: Getting pushed around by the force of the #BurnettRiver flap, roll, plonk, flap and dive!",0
Elvis Presley Flip Book! $10.00 Burleigh Waters http://t.co/QZLpA4Od,0
Is any where in Brisbane city open? Like bars and such?? #BigWet,1
@lindapham09 Awww what a funny one! I can just imagine...,0
@Egyptipino22 hey bro :) i'll be back gonna have some dinner.. Is that all good?,0
@CommissarJoe @milly_g1 haha a tad embarrassed about that one. thanks for the heads up! :),0
@traumschiffe one day we'll pass each other on the street and just not know,0
"Channel 7 flood coverage heads &amp; shoulders above 9. Just reporting, not harassing people! Well done Ch 7!",1
Hahaha getting snap chat dick pics from @tellison93,0
@KevinAirs442 obviously wasn't close enough to sack wack this one..,0
The playlist stolen from a gay club used for an uncensored whore effort. Really Brisbane? Really?,0
@GazGShore go watch @3ree6ixty I promise you won't regret it #legend #bdo #360,0
Current ETA #electricity fix #Ferny Grove is Thursday 3:30 am. Crap!,0
@alyssadelrealXD he really fucked up,0
@Jess_JessP oh that's good :) what's your plans for the weekend?,0
@helenperris I hope they stay safe.,0
Playing Pokmon Snap ! One of my favorite games on the #n64 #Nintendo,0
@AdsJustSayin well they always say bigger is better,0
@KeithUrban will hold you to that and how about a song at some stage with the other Keith that we luv @keithharkin #keithurban #keithharkin,0
All those heli rescuers at flood have Go Pro on them?! @mattysDREADS,0
"His goodness should bring fear&amp;obedience, not his punishment/wrath which equals bad theology. Simple point, God does not have wrath days.",0
@BrisbaneStokie @jgrb I know. But they were The Beatles.,0
@jamescroft I posted the maps on my google drive,0
"I warn you, followers, if anyone so much as attempts to interact with me I will misappropriate the shit out of this medium in being overnice",0
"@Clinton82 definitely, walked home early this morning after getting the first train. Better than sticky thick humidity.",0
@santosaverio still in a shit place the both of us,0
@Nerfenstein is that the movie where John Travolta gets the ultimate insult of having to wear Nic Cages face for half a movie?,0
@Cast_Nath the greens ones are dark mint chocolate :-) they are so dreaming addictive,0
Late lunch on the road. (@ Guzman Y Gomez) http://t.co/vjhVu8Ai,0
so you guys going on the Ellen show? @BrooksBeau @JaiBrooks1 @luke_brooks @danielsahyouine @James_Yammouni,0
ugh the Navteq road closures map on http://t.co/zUohoRbW has good info but it's just as usable as that pirate map I made in yr 3.,0
@MarinasDiamonds pray that I become relevant,0
@IDFSpokesperson @WorldVisionAus To Tim Costello maybe you see what Israel is giving to Gaza. Maybe Gazans stop sooking &amp; just say thanks.,0
I just ousted Thanh T. as the mayor of Nando's on @foursquare! http://t.co/0COdijty,0
Creek Max Line Hight Mitchilton http://t.co/MHI0aN9z,0
"#followfriday my beautiful little sis @TilahJade. I'm so proud of her. She's so smart, strong and thoughtful. I love her to bits",0
"I'm at Grill'd (Brisbane, QLD) http://t.co/LB9JnMty",0
@DrYobbo @LozVox @2FBS when I took a closer look a little bit of spew came up,0
And that feeling that you get when other human beings pick up basic instruments and make sense of your world.,0
"Annoying twitter: when ppl post 'vent' updates aimed at no-one specifically, but obviously in relation to an argument they just had. Man up.",0
I just want my power on,0
Wish I had another famous follower would be absolutely fantastic,0
Keen to cheer on the New-Zealanders churr http://t.co/qKgVYer7,0
@VirginAustralia @tuppaware I know everybody has a whinge from time to time. But at the end of the day I'm still flying! Beats driving!,0
Tweet me if ur interested to be apart of the below fb page admin and ill get ur fb details :)x,0
6 games in a row without a first period goal. Dafuq #RedWings ? #GOWINGS,0
@Nickybevmma @shaunmckay18 where is it? X,0
@martbooth alls good here at the moment cyclones passed! Our house is on the street closest to river!!! http://t.co/soT2betN,1
My windows are all gonna break omg. Wind please stop!,0
Solid Timber Queen Bedroom Setting VGC $395.00 Broadbeach Waters http://t.co/oNhQFzUt,0
@camjeffery you're the manager? We are LOVING it here! The weather doesn't matter when the room is this good! #impressed,0
@ashfalldown @theriseoftroy dip dyed or like the underneath,0
Just a quick drop off (@ My Brother's House) http://t.co/6tX5aJhD,0
I CAN'T HEAR ANYTHING BUT MY MUSIC UGH I MISSED THIS,0
This calls for Tim Tams.,0
@AyahAbbas LOOL it's probably the rudest swear I know of... EVEN AMARIA DOESNT SAY IT. #yeahthatbad,0
"@sbear0112 I think it was around 2006-2008 something like that, didn't come DVD until last year or 2011",0
@tnipls that is exactly me,0
@RionaDon you mentioned about your dream and theres a possibly I could be in it,0
@thuynguyennnnn where is it at? Such a dog no invite at all woof woof !,0
Walking around. (@ Kelso State School) http://t.co/eXoQ9SPL,0
@TheEllenShow can you please just follow me ? It would be much appreciated  thank you and love you,0
"i was expecting a longer &amp; more intense game, oh well. well done Djokovic !",0
@mickyb273 shout out to sweaty amity barrier shots of me!,0
@x1n30 It's been full on here since about 10am. Never seen anything like it. Think it might be starting to head south slowly though.,1
Oh well... gonna go watch some movies in bed &amp;eat junk food. ^_^ #Goodbye World.,0
"@nathaniel2510 I am writing 4 travel articles on Australia, in the Times etc. So for once I can it really is work. Sorta.",0
@hexsteph  hitting someone with a book makes you feel so much better,0
"Hole is on shuffle. Such attitude, such attitude. #CourtneyLove",0
@justinbieber can you please just follow me ? It would be much appreciated  thank you and love you,0
@MELZLR moving out is the biggest mistake trust me ;) all the people that complain about being so broke and can't find work,0
"In a Scifi movie, Abbott denies there are any aliens, then sends Bernardi out to get zapped first.",0
"@forrestfire I've tried so much! Nothing has seemed to work for long. It does at the start, then I get used to it or something and yeah.",0
A guy who looked like a ginger Walter White just walked past. I shat a brick.,0
@EBGamesAus Not my sort of game I will wait for God of war and tomb raider,0
@mattyjyoung no ... No clue at all!,0
"I'm at South Bank Parklands (South Brisbane, QLD) http://t.co/JlL8YSKc",0
@drance witches of eastwick was pretty memorable.. I couldnt eat cherries for years after watching that movie.,0
Working Oz Day treats off. (@ Jetts Fitness) http://t.co/7ZuBS9eY,0
Thu Jan 31 2013 12:07:18 GMT+0000 (UTC) - Modis Flood Map Server processed Tile: 140E020S Date: 2013-031,0
the gormless quirk stating the bleeding obvious model schmodel #SEQFloods,1
@selinamalik_1d thanks babes for the FollowBack :D,0
@ChrisR_JBaus I MISS YOU. I'm calling you on Tuesday.  How good is Ni no Kuni though?!,0
'mooloolaba' is now trending in #Brisbane http://t.co/XLYcmGe6,0
Oh wow didn't realise you had to have someone in your biography to like their music ~~~,0
"Can everyone please fuck off? In such a fowl mood, everything is pissing me the fuck off.",0
@BeccieNev hahahahaha is this something u want for ur birthday or u telling me u want me to have a baby again?! :p,0
Calling the airlines for a standby ticket,0
"@noutd sadly they are not. Just been listening to them in my room.  Seen some great bands - Polia, Flume, Nicholas Jaar...",0
The Man becomes an Also Ran. #bwahahahahaha #mundinevgeale,0
Watching some classic Jersey Shore on @MTV before heading out for an actual GTL session... #YeahBuddy,0
SIGH I HAVE HPE ON A MONDAY WHY,0
@1992w36 yep is hard been looking around for the past 2 years and have not found any gigs,0
@MelnTuschey: @sweetchampers gonna party like its ya birthday!!   WOOOOOHOOOOO,0
No home and away two days ins row. How depressing,0
@BurgoLive you know nothing until you know this (*^_^*) http://t.co/FqFswVIY,0
@BrooksBeau can you please just follow me ? It would be much appreciated  thank you and love you,0
"The removalists are SIX HOURS LATE and yet they're telling us they're still coming. Hopefully we have our beds before, oh, nightfall.",0
I see blue sky! #brisbane  @ The Lounge (Virgin Australia) http://t.co/k90UyfPi,0
@RollinBesties wait...you mean cops?,0
@Mattchewww Im following you now arent I :),0
"Aww yuss, Id forgotten how much I like Massive Attack.",0
Have hit my shin on this table 9 times. It was designed by the devil. http://t.co/LeFqZBg2,0
@CassKilpatrick I hope everything works out with him..,0
@BaharaGolestani But not everyone can be as rich as you Miss. We don't give away friends who aren't successful. :(((,0
Restringing my Baby Nylon  ready to learn  Skinny Love  @ Noosa http://t.co/AOeCgP9E,0
'passenger' is now trending in #Brisbane http://t.co/XLYcmGe6,0
"@ALTO101010 he had a part of blame, Carrick's pass was shit but DDG didn't challenge hard enough for the ball. Carrick mostly to blame.",0
I'm so sad for Alicia,0
@abryzak heck yes. Free cake,0
@Whyrl checking on them soon.,0
@jcswazy lol same are you getting this shit outside.. Pmo I was gonna say what's good on a Friday ha,0
"@Harry_Styles HAPPY BIRTHDAY,sorry.... probs won't see this but still(wattpad possibility?) Hehe anyways have. Good one love youuuu xoxo bye",0
I understand it perfectly @DAVEWEIR9. My boy.......I just dont know the history of rugby?!! Lol!,0
@Jessie_Ware gah I can't afford to go to laneway...love to buy you a drink or meet you that your in Brisbane!?!?,0
@IconicNumber7 would rather no united players played for engurlund,0
@madisvictorious there is only one direction,0
"@cpj1967 didn't think, as soon as we stopped we were getting rigged up to go diving #verysmallpricetopay",0
"I'm at Queen Street Mall (Brisbane, QLD) http://t.co/ryaNaCc8",0
Just posted a photo @ Hervey Bay Marina http://t.co/tQGWxLfk,0
Sick. Nausea. Freezing. On the positive I get to go shopping today.,0
My poor Brissy :( #bigwet #flood #heartbreak #notagain @ Thornton Street Ferry Terminal http://t.co/6Jkltu3v,1
It's about 5 meters under cover to my back door. The rain was so sideways it struck the door!,1
"I'm at Mountain Stop Cafe (Pomona, Queensland) http://t.co/QYjqMCqv",0
Tune in tomorrow 8:30 am to watch the replay of last weeks @Kelloggs_AU @ironman_series on channel ONE HD .  ENJOY!!,0
"@TodddeL_JBaus Damn, want to order another one :p Tempted to bring my case in and see what it scans as :P",0
@jaybuenvenida14 @IHaveNiamFeels well I have no power still til tomorrow now :(,1
That moment when you realize what you were about to say was ignorant as fuck,0
@Harry_Styles Birthday Happy.....today backwards a bit am i sorry :) xx,0
Fri Feb 01 2013 12:02:02 GMT+0000 (UTC) - Modis Flood Map Server processed Tile: 140E010S Date: 2013-032,1
#bundabergfloods current situation at the bridge. Water is over the banks of the river #bigwet #bundaberg #flood http://t.co/IYa8iOfj,1
Forgiving your parents is so damn liberating,0
@jesicazurc06 @itsellacruz sa ganda ng gabi po ba yan ate? Haha! Kilig Much?,0
Off to spa - maybe I will listen from the bathroom !!!!,0
@Greybeard3 and WAIA ( Who Am I Again?),0
@kblooch Story Bridge crisis over with Police succeeding in getting the person down. http://t.co/V0CmVTMb,0
My apartment (@ Meriton Serviced Apartments) [pic]: http://t.co/0a3JCNNu,0
@ErgonEnergy  any Chance of looking at sourris st ? There a power pole with big Splits in it,0
My face is appealing #sunburn #dadjoke,0
"@diaper_wolf it's a great idea, I did the same last week: when the phantom comes, wear the boot. Works best when you're really tired.",0
@mellansquare it all sounds pretty crazy :-/ I think NQ dodged a bullet on this one.,0
@MarkPhilippi @BIGnosestu probably the hangover. That's a shit movie,0
"I'm at Staff Car Park (Brisbane, QLD) http://t.co/RlCTn8Nv",0
Love how Stefan gives Bex a clip on koala for the dance #TVD,0
#ex #cyclone #oswald #newfarmpark #treefall @ New Farm Park http://t.co/i1EgNkgw,0
It's gna be a sad moment once I finish the container of almonds.. #addicted,0
"@invig When Im sitting at my computer, definitely. I usually have Evernote, or a code editor, or email, or whatever secondary task open.",0
I just ousted @micanzou as the mayor of Go Go Mart on @foursquare! http://t.co/AAa2zbmY,0
@Ellendoughty agreed! It isn't a joke or just something you can blame others for. It's plain wrong and that's that.,0
@cassietee_ you mean make out with him? Tell him I'm sorry if I scared him via text and I think he's lovely.,0
@NatsWise all good ta love. Stuck in a storm atm-great! You dandy?,1
"Got out on a Black Hawk helicopter, could see from the air that water had started entering our house :/",1
Kia sign to sponsor the #AusOpen for 5 more years but couldn't put a new motor in my Carnival when it was 8 months out of warranty #assholes,0
Off to meeting.... with so called... Baaps of mineral processing!!,0
"@CHARLIEM0RGAN hey cunt, hiding till it dies down?",0
I'm awesome. That is all,0
@ezziedunn hey lady. I think Thursday will be date night after all,0
@monicki3 you have a very nice house my deer ;),0
We have this really cool contest but I can't enter Bc I work there :( http://t.co/7wk92msF,0
Icehouse Live #icehouse #live #concert #band #tour #2013 @ Twin Towns Services Club http://t.co/FIk1qQjm,0
@Angeeh101 (bow) Jesus I will kill Auto correct!,0
Arrived just as miss landing due to high winds (@ Domestic Terminal w/ 3 others) [pic]: http://t.co/f4WP0UJW,0
Hrmmm both twitter and Facebook load on phone but not on PC. Other sites all work.,0
Serious or friend joke? @ X Base Backpackers http://t.co/jeQSO226,0
Doubt I'll be getting much sleep tonight,0
I just embarrass myself everywhere I go :(,0
"Suck my cockiness, lick my persuasion. #memories with @missdelababy http://t.co/Fon6z3N8",0
Picking up Canberra trip tickets and haggling over a good car hire price.,0
@honecharlotte  good! Eventful!!but amazing! Different to brisbane! Was also dissapointed with opera house! Hows NZ n travelling life? Xx,0
@AmmyPring u were always rude to me. X,0
"@Dcigar47 because I texted them more than 10 times already and balik balik fail. And I'm in Aussie now. So, they charge me like crazy.",0
"@lakydus we doing good thanks sis,yes almost due it feels like forever I can't handle it seriously 5th and final  ae a oe? Number 4 soon?",0
Coming at ya AYL! (@ Domestic Terminal) http://t.co/fnu7gajL,0
"With a day like today, it's hard to believe there is major flooding going on in and around t @ New Farm Park http://t.co/YgMhY19d",1
@SCGWalker Oh goody. Pick me up some candles &amp; batteries whilst you're there ;),0
"Don't know who annoys me more, Anthony Mundine or Julia Gillard. Both should be gagged",0
@AdamBandt Because they think they can....,0
Over it Now there's a motto I've forgotten about. It needs to be brought back to reality. #truth,0
Out checking the incoming tide - sea's the calmest it's been for days. Hoping the tides don't flood us again. http://t.co/PAlzv9Hc,1
@CarleeModra cool! Would love to utilize the tool more!,0
"@chefmattmoran great to see, help getting the #riverbar ready for tomorrow's tide. Hopefully you'll kept the water out http://t.co/AoKYYs3R",0
This weird chick I met at the hostel is Facebook chatting me haha,0
"@KelsM21 @abbielmorris it's HOT!I felt like I was a lollypop melting in the sun today,damn humidity!Yep Organise a night with all the girls",0
@AlbertLT74 I'm out are you for real ?,0
My bus smells like marijuana and tea. Dear god I hope my little Rei (car) is done in the shop so I can go back to driving in comfort.,0
"#jakethesnake is a bitchy Sunshine Coast queen who needs a slap, hellooooo reality #MKR",0
Just finished a shift whoop (@ My Pho Bar) http://t.co/antjI35H,0
"Stay safe @mvgreen54 and @LeedaZambam   that storm is evil, just saying.",0
@Chipperfly I'm meeting with caity at some point this arv to get all the stuff... Ill let you know then? :D,0
@UnusuaIQuestion we all get nits,0
These fucked up bitches on Ask.fm wanna leave @KissMeWillSinge the fuck alone otherwise some shits gonna go down right! SO FUCK OFF DAWGS!!!,0
"Last time it flooded in Brisbane, I was in Munich. This time, I'm a bit closer to the action. #bigwet http://t.co/DZC9fmRZ",1
@chrislynch1974 take it easy on the roads!! Get home safe.,0
That was not a pleasant 9 hours,0
Views from outside my unit block... - blue #skies are coming! Stay dry #brisbane.  #bigwet # @ Hamilton http://t.co/aXn12Mdv,1
"@archerybob mate I was in vegas last sept for work,  I should have contacted you.  Been back home lately?",0
"@Kate3015 Sorry, read this last! Talked to a Londoner this afternoon visiting Brisbane. Said it was a shock coming from icy UK to humid  Qld",0
@Juliereiki4U exceeding long time but I keep strong,0
@Sup_Hana_Solo saw a girl in central with pink hair and elf ears... She was about you height lol,0
@true_xtx come home I haven't seen you all day aww,0
"Candles out, phone charged, checking windows",1
"@PizzaCapers One of your Mount Gravatt store workers. You hire very, very well.",0
"@CarBuyerUK I think I preferred the old styling to be honest, the new one is a bit bland!",0
"@Conway_DJ haha of course you won! Played board games with my mum and sister for a couple of hours, I was that bored haha",0
I just ousted Pamela C. as the mayor of Redcliffe on @foursquare! http://t.co/VK8OAVF9,0
As new ladies black heels shoes size 7 $15.00 Robina http://t.co/x5p0PmEN,0
@dazzalar11 nice photo bomb as well Dazza,0
"@Jury we buy from a local grower. Im on the other side of the world, but just saying.",0
All the details on the Tourism Minister's whirlwind trip to #mackay and the #whitsundays #7localnews at 6pm,0
@Purpletiger79 Naww sounds like you need a rest!,0
Hey Dana Does @Alistairovereem gets the title shot against @cainmma if he beats Bigfoot this Sat?,0
@iFoundKidrauhl_ unsure I have followed like 200 people in about an hour and it hasn't kicked in yet,0
"El Salvador single origin, triple shot (^_^) &lt;3 @BellissimoRoast",0
"Pete I love the way you went about this apple and berry crumble dessert, massive effort on the elite custard as well #mkr",0
I have come to the conclusion all Cabin Crew are sluts :3,0
I'd laugh if @real_liam_payne has a list premade and has the name of people he's gonna follow Ha hilarious (hope I'm on the list),0
"@jimmcslim Is the bus a Volvo, by any chance?",0
"@nathangielis yup crazy, still a bit of wind but otherwise looks like a normal day now",1
How good are Meerkats? @ Broken Tree Recreational Club http://t.co/ChE2P3Rh,0
First day of school tomorrow   #soexcited http://t.co/ppFpLhzK,0
@AngelineAvenue I can understand the wanting of the bed but no fun here lol,0
Some rough seas we experienced from ex tropical cyclone Oswald last week.  @ Saunders Beach http://t.co/wuk5L5jo,0
@livefromDarwin canned humour as usual,0
Been away for a month and have already met the most amazing people and seen the most amazing places #hemelwhat?,0
"Bit of water &amp; debris at QPAC, quite tame compared to the battering we suffered  @ Cultural Centre Forecourt http://t.co/8yvYi7Xn",1
@iFight4AriG @real_liam_payne yeah probs just it would be my luck if I don't want someone to see something they see it and if I do they dont,0
RT@FactBoook: Many people in China get tattoos of English words &amp; sentences that mean nothing. Haha too funny!,0
@hillmanoholic it'll be back soon....hopefully?!,0
"@Georgweina @jack__16 Sure no problem, thank you very much.",0
Dinner of champions! @ The Sports Couch http://t.co/DZXIEvY8,0
I just ousted @catherinepeanut as the mayor of Kenmore on @foursquare! http://t.co/1586gDdy,0
Listening to @ThaMonstar on #nova1069 this morning He is an inspiration to all Australians what an achievement it will be when he is drafted,0
@adamnelson ? What is your intention with this,0
Had to take the long way around but I made it (@ West Moreton College) http://t.co/V0awmv2r,0
@dorothy_rk I'm hear if u wanna talk?.or somebody to scream at,0
Quick I better take my clothes off the line before it rains! #TheMoronsOfFacebook,0
"@Hayleys_Mum: Game,set, match. Djokovich. Delicious!!!! #AusOpen @DavidHale_20",0
"@AdamRhoades13 nice photo. Although I thought @cdemke was your main man, lol.",0
SAP Business Objects report developer (Gold Coast) Broadbeach Waters http://t.co/H985Ic5s,0
Fml have to catch bus to school again till I get a car,0
"@__jny that sounds so familiar hahah. Should try the one at trung dinh, Le Duyen 4. 70 staff workers there :L",0
Seriously though this is serious,0
Having a small kid in the hse is such a joy..,0
@TealJesus_ you're doing life right. I'll be there in a bit.,0
"@likeanerdd meh, don't worry about it, I've accepted your awkwardness...it was a struggle but I got there #canadianbonds",0
I sent little mix 153 photos yesterday and they still havent noticed me...cool,0
"I'm at Hungry Jack's (Caloundra West, QLD) http://t.co/H6XautJe",0
@1stanwalker can you please just follow me ? It would be much appreciated  thank you and love you,0
Three hours ago we were standing close to the tree on the right. You can see the top of the e @ Teralba Park http://t.co/vr6phsNv,0
"Three rhythms to attend to, in aide of healthy and purposeful living: breath, movement and thought. (A #Triad I offer to #Druidry.)",0
"Hunter cup night promises plenty, R1#1 drawn to suit with dangers wide and out the back. Good luck #BarkersHall",0
@GoToIrelandOz Do ye have an office in Oz?!,0
@mushion22 @flyingJnai #bromance #friendforlife he lives in WA no good iced coffee in that state.,0
@youmeatdicks_ your bio makes me feel stupid o,0
@KeriHilson #HowDoesItFeel is the song that feels right to play at the moment ..,0
@JaiBrooks1 #ItsCrazyHow you don't follow me,0
What did you do? It smells like a hot foot forest,0
Why we've been powerless for a day &amp; a half. #bigwet @ Camp Hill http://t.co/FNvhD3kU,1
Bitches be rocking the burquinis at wet n wild LMFAO,0
@DrJeyR fell down the stairs. Ill live.,0
@ukboxinghead did your link work,0
Thank goodness the gym didn't get flooded haha! Back into training legggo!,1
"A little #sunday #cookup. . Turkey mince, broad beans, sweet baby capsicum, zucchini, carrot,  @ Brisbane http://t.co/PegDfmA5",0
@CherylSmithy at least you get snow! #missslopes,0
@markseesyou its just made me feel really thirsty,0
@Melpomuse @simonpalomares thanks Melanie -- will get cracking tout de suite!,0
"I'm at Islamic College Of Brisbane (Karawatha, QLD) http://t.co/popKyCOr",0
@hitz939 any news how north is looking since our eviction Trace ?,0
@ihotunem battle with Vidic. Lots of tussling.,0
Getting ready for the big move tomorrow...from Gympie to Warner. Shipment from Malaysia coming soon (we hope). http://t.co/VN8ZIWt7,0
Standing with @PaulPisasale  as he does a brief about the floods #bigwet,1
@Team_LiLy apparently tornado hit thru mooloolaba few mins ago.. This is my third time he's sooo good...,0
@forget8me8not @shiirleyyyxxx @jazchau The weird nose feeling is just you getting used to the glasses.,0
@Harry_Styles  happy 19th Birthday Harry hope you have a good day and get spoilt love you Hazza &lt;3,0
What a beautiful looking plate! Go Tassie #Mkr,0
@onedirection can you please just follow me ? It would be much appreciated  thank you and love you,0
Ahh this would be the perfect time to fall asleep please,0
Just working on some serious mass participation plans for the Sunny Coast and Gympie regions @hockeyQLD  #cubsandminkey #hookin2hockey,0
"@stevemoore83 hi mate just read this, congrats!!  - how's it all traveling ?",0
@MyLittle_Potato go on my wattpad profile and see it....,0
"@AlexHulett It does. I just cant get into the new characters either. When Quinn and Santana are on screen, its awesome.",0
"How's those nerves @Anthony_Mundine. Have a nice meal before the fight, you won't remember it afterwards. No reply? That's right, all talk",0
@haych_enn nah still in this boring country haha leaving early tomorrow morning :D,0
"@Energex keep up the good work guys, I think getting the power on is a higher priority than the website!",1
How does 'dj vu' scientifically happen,0
@ILuvCandyCane Real man cry too :'( Baby you can lay your burden upon my bosom any day sweetheart!,0
My home in #brisbane #australia #eurovac @ Camp Hill http://t.co/TlhBchjm,0
#ragga2013 ain't got shit on me lol #tbt lauryn sing that sheeeeeit  #Jealous tweet http://t.co/Fgtu05U7,0
"@sharpgirlie spurs showed there why they aren't as big as they could be. Shocking defending. Last week they challenged us, today nothing",0
@TomCBallard stealing more jokes from news shows you don't watch #itsfuntopretendwe'reamerican,0
What a lovely start to the morning. Hash tag ess aye are see aye ess emm.,0
Think I'm on the wrong bus. Hahaha (@ Lone Pine Koala Sanctuary) http://t.co/bdIXNPBM,0
I used to like being alone now it just scares me,0
I'm gonna turn on someone today...,0
"@TaraLaurich BAHAHA try doing legal, Biology, plus working on student committees and working 2 jobs in grade 12!",0
Don't rate school been back. Soccer mums don't let me reverse out of my drive way!,0
Steamed buns ready to be filled w BBQ pork and kimchi for weekend special @ The Moray Cafe http://t.co/X9exTpwJ,0
I'm back :) (@ Metropolitan South Institute of TAFE) http://t.co/KfRsYzbt,0
@kissability I can't stand crowds but durries do the trick,0
@poohaus none were working today on my line and none went to central. Now they go like every 30minutes with extreme delays all day...,0
